sona_id,red_jar_percentage,green_jar_percentage,red_jar_initial_probability,red_jar_initial_confidence,green_jar_initial_probability,green_jar_initial_confidence,experiment_start_time,experiment_end_time,demographics_gender,demographics_academic_year,demographics_major,demographics_minor,trial_type,phase,trial_number,timestamp,jar_type,jar_percentage,drawn_ball,ball_sequence,ball_sequence_length,estimated_probability,confidence,reaction_time,sample_balls,correct_jar,incorrect_jar,selected_jar,is_correct
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,22,2026-02-24T10:35:29+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black""]",22,60,4,6041,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,23,2026-02-24T10:35:15+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black""]",23,50,4,5368,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,24,2026-02-24T10:38:35+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black""]",24,65,7,4952,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,25,2026-02-24T10:35:56+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black""]",25,60,5,5225,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,26,2026-02-24T10:35:39+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",26,40,6,5023,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,27,2026-02-24T10:40:17+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",27,55,6,5706,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,28,2026-02-24T10:39:39+00:00,red,68,white,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white""]",28,50,4,4844,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,29,2026-02-24T10:39:55+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black""]",29,65,6,5128,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,30,2026-02-24T10:39:41+00:00,red,68,white,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white""]",30,65,5,5408,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,31,2026-02-24T10:38:54+00:00,red,68,white,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white""]",31,65,5,5233,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,32,2026-02-24T10:39:07+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black""]",32,55,5,4823,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,1,33,2026-02-24T10:36:35+00:00,red,68,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black""]",33,55,4,4740,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,1,2026-02-24T10:44:20+00:00,green,46,black,"[""black""]",1,45,5,5550,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,2,2026-02-24T10:44:43+00:00,green,46,white,"[""black"", ""white""]",2,30,4,5255,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,3,2026-02-24T10:44:47+00:00,green,46,white,"[""black"", ""white"", ""white""]",3,30,6,5350,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,4,2026-02-24T10:45:15+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black""]",4,40,4,5553,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,5,2026-02-24T10:45:36+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black""]",5,45,5,6015,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,6,2026-02-24T10:45:11+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white""]",6,45,3,4794,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,7,2026-02-24T10:46:17+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black""]",7,50,5,6243,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,8,2026-02-24T10:45:47+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white""]",8,50,4,5293,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,9,2026-02-24T10:45:23+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white""]",9,40,4,5576,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,10,2026-02-24T10:46:41+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white""]",10,50,4,5753,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,11,2026-02-24T10:46:56+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white""]",11,45,2,5143,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,12,2026-02-24T10:46:11+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black""]",12,45,7,5396,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,13,2026-02-24T10:47:52+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black""]",13,45,4,5606,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,14,2026-02-24T10:47:55+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white""]",14,25,6,5039,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,15,2026-02-24T10:48:41+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black""]",15,40,4,4198,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,16,2026-02-24T10:47:55+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white""]",16,50,6,4912,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,17,2026-02-24T10:48:26+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black""]",17,30,5,5269,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,18,2026-02-24T10:46:53+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white""]",18,55,3,5191,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,19,2026-02-24T10:48:37+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black""]",19,55,5,5177,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,20,2026-02-24T10:47:11+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white""]",20,40,5,4887,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,21,2026-02-24T10:48:02+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white""]",21,50,6,5663,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,22,2026-02-24T10:47:29+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white""]",22,45,6,5252,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,23,2026-02-24T10:50:19+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white""]",23,35,6,5348,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,24,2026-02-24T10:50:59+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black""]",24,35,6,4888,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,25,2026-02-24T10:49:36+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black""]",25,50,6,5836,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,26,2026-02-24T10:49:49+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white""]",26,30,6,4983,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,27,2026-02-24T10:50:29+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black""]",27,50,5,4970,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,28,2026-02-24T10:49:47+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white""]",28,40,4,4898,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,29,2026-02-24T10:52:53+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white""]",29,30,5,5413,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,30,2026-02-24T10:49:41+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white""]",30,35,4,5141,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,31,2026-02-24T10:48:19+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""black""]",31,35,4,4748,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,32,2026-02-24T10:48:27+00:00,green,46,black,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""black"", ""black""]",32,35,5,5342,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,2,33,2026-02-24T10:49:41+00:00,green,46,white,"[""black"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""white"", ""black"", ""black"", ""white""]",33,45,5,4858,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,1,2026-02-24T10:54:26+00:00,red,68,black,"[""black""]",1,60,5,5735,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,2,2026-02-24T10:54:45+00:00,red,68,white,"[""black"", ""white""]",2,50,4,5409,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,3,2026-02-24T10:54:41+00:00,red,68,black,"[""black"", ""white"", ""black""]",3,55,3,5440,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,4,2026-02-24T10:55:03+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black""]",4,55,3,4913,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,5,2026-02-24T10:54:56+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black""]",5,70,6,5098,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,6,2026-02-24T10:55:35+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black""]",6,70,4,4538,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,7,2026-02-24T10:56:17+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black""]",7,60,6,6532,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,8,2026-02-24T10:55:23+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",8,60,4,5185,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,9,2026-02-24T10:56:35+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",9,60,6,5931,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,10,2026-02-24T10:55:41+00:00,red,68,white,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white""]",10,55,3,5415,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,11,2026-02-24T10:56:45+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black""]",11,70,6,5716,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,12,2026-02-24T10:57:47+00:00,red,68,white,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white""]",12,55,6,6319,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,13,2026-02-24T10:56:21+00:00,red,68,white,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white""]",13,65,6,6184,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,14,2026-02-24T10:57:27+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black""]",14,55,5,5626,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,15,2026-02-24T10:56:41+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black""]",15,55,6,5491,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,16,2026-02-24T10:58:11+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black""]",16,70,5,5134,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,17,2026-02-24T10:57:18+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black""]",17,55,4,4496,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,18,2026-02-24T10:58:41+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black""]",18,55,5,5360,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,19,2026-02-24T10:59:53+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",19,70,6,4852,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,20,2026-02-24T10:59:51+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",20,65,5,4932,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,21,2026-02-24T10:58:23+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",21,65,5,5120,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,22,2026-02-24T10:58:57+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",22,55,4,5004,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,23,2026-02-24T10:58:01+00:00,red,68,black,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]",23,75,8,4033,,,,,
SONA_0003,68,46,45,3,40,7,2026-02-24T10:29:11+00:00,2026-02-24T11:03:11+00:00,male,freshman,Philosophy,,experiment,3,24,2026-02-24T11:00:35+00:00,red,68,white,"[""black"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white"", ""black"", ""white"", ""white"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""white""]",24,55,6,4777,,,,,
